transaction_id,customer_id,transaction_timestamp,merchant_id,merchant_name,product_category,product_name,amount,fee_amount,cashback_amount,loyalty_points,payment_method,transaction_status,device_type,location_type,currency,updated_at
TXN_20251201_034166,USER_0067,2025-12-01 20:28:08,MERCH_0126,Merchant_0125,Health,Medicine Pack,1630.58,25.29,74.57,88,UPI,Successful,iOS,Rural,INR,2025-12-01 20:28:08
TXN_20251201_034167,USER_0972,2025-12-01 04:07:01,MERCH_0374,Merchant_0373,Bills,Credit Card Payment,1116.88,26.74,9.01,63,UPI,Successful,Web,Suburban,INR,2025-12-01 04:07:01
TXN_20251201_034168,USER_0642,2025-12-01 06:32:19,MERCH_0456,Merchant_0455,Bills,Gas Cylinder,681.59,15.16,19.31,57,UPI,Successful,iOS,Suburban,INR,2025-12-01 06:32:19
TXN_20251201_034169,USER_0504,2025-12-01 20:10:46,MERCH_0447,Merchant_0446,Groceries,Milk 2L,624.02,17.64,17.94,42,UPI,Successful,Android,Urban,INR,2025-12-01 20:10:46
TXN_20251201_034170,USER_0421,2025-12-01 06:03:25,MERCH_0390,Merchant_0389,Fashion,Ray-Ban Sunglasses,2113.79,47.7,38.16,146,Debit Card,Successful,Android,Urban,INR,2025-12-01 06:03:25
TXN_20251201_034171,USER_0478,2025-12-01 16:38:00,MERCH_0496,Merchant_0495,Electronics,"Samsung 55"" TV",4460.53,78.62,144.55,241,Credit Card,Successful,Web,Urban,INR,2025-12-01 16:38:00
TXN_20251201_034172,USER_0650,2025-12-01 22:44:47,MERCH_0191,Merchant_0190,Bills,DTH Recharge,2868.5,68.58,108.14,266,Wallet Balance,Successful,iOS,Rural,INR,2025-12-01 22:44:47
TXN_20251201_034173,USER_0314,2025-12-01 09:45:09,MERCH_0316,Merchant_0315,Travel,Resort Package,321.18,9.59,0.57,20,Debit Card,Successful,Web,Urban,INR,2025-12-01 09:45:09
TXN_20251201_034174,USER_0411,2025-12-01 18:37:05,MERCH_0241,Merchant_0240,Bills,DTH Recharge,3345.86,77.92,96.46,257,Debit Card,Successful,Web,Urban,INR,2025-12-01 18:37:05
TXN_20251201_034175,USER_0428,2025-12-01 14:02:10,MERCH_0129,Merchant_0128,Fashion,Woodland Shoes,3914.62,75.34,73.35,249,UPI,Successful,Android,Suburban,INR,2025-12-01 14:02:10
TXN_20251201_034176,USER_0880,2025-12-01 08:43:07,MERCH_0288,Merchant_0287,Groceries,Sugar 5kg,7285.9,159.35,41.6,443,Wallet Balance,Successful,Android,Suburban,INR,2025-12-01 08:43:07
TXN_20251201_034177,USER_0637,2025-12-01 23:58:56,MERCH_0142,Merchant_0141,Entertainment,Concert Pass,699.32,12.01,19.25,44,UPI,Successful,Android,Urban,INR,2025-12-01 23:58:56
TXN_20251201_034178,USER_0270,2025-12-01 10:24:32,MERCH_0099,Merchant_0098,Others,Tools Set,1708.54,37.36,74.06,110,UPI,Successful,iOS,Urban,INR,2025-12-01 10:24:32
TXN_20251201_034179,USER_0149,2025-12-01 10:01:25,MERCH_0319,Merchant_0318,Bills,Mobile Recharge,3189.2,57.91,58.65,277,UPI,Successful,Android,Urban,INR,2025-12-01 10:01:25
TXN_20251201_034180,USER_0238,2025-12-01 22:07:57,MERCH_0015,Uber India,Fashion,H&M T-Shirt,1066.83,30.11,31.87,66,Credit Card,Successful,Web,Urban,INR,2025-12-01 22:07:57
TXN_20251201_034181,USER_0364,2025-12-01 22:25:45,MERCH_0433,Merchant_0432,Travel,Hotel 1 Night,3139.79,70.63,97.67,202,UPI,Successful,Android,Urban,INR,2025-12-01 22:25:45
TXN_20251201_034182,USER_0769,2025-12-01 01:51:24,MERCH_0078,Merchant_0077,Education,Workshop Pass,1765.12,30.01,11.95,164,UPI,Successful,Android,Suburban,INR,2025-12-01 01:51:24
TXN_20251201_034183,USER_0939,2025-12-01 09:30:28,MERCH_0306,Merchant_0305,Food,Paneer Butter Masala,775.53,17.47,12.2,46,UPI,Successful,Web,Suburban,INR,2025-12-01 09:30:28
TXN_20251201_034184,USER_0589,2025-12-01 23:17:22,MERCH_0026,QuickMart,Electronics,Boat Airdopes,844.51,13.13,23.61,50,Wallet Balance,Successful,iOS,Urban,INR,2025-12-01 23:17:22
TXN_20251201_034185,USER_0295,2025-12-01 17:23:38,MERCH_0496,Merchant_0495,Food,Paneer Butter Masala,6306.21,137.59,137.55,350,Credit Card,Successful,iOS,Urban,INR,2025-12-01 17:23:38
TXN_20251201_034186,USER_0336,2025-12-01 08:11:18,MERCH_0242,Merchant_0241,Food,Ice Cream Tub,667.53,13.55,13.74,62,UPI,Successful,iOS,Urban,INR,2025-12-01 08:11:18
TXN_20251201_034187,USER_0216,2025-12-01 05:31:16,MERCH_0226,Merchant_0225,Health,Protein Powder 1kg,562.28,11.47,26.33,47,UPI,Successful,Web,Urban,INR,2025-12-01 05:31:16
TXN_20251201_034188,USER_0149,2025-12-01 20:40:29,MERCH_0253,Merchant_0252,Entertainment,Book Novel,2551.35,74.5,123.47,171,UPI,Successful,iOS,Urban,INR,2025-12-01 20:40:29
TXN_20251201_034189,USER_0716,2025-12-01 23:29:20,MERCH_0022,PhonePe Store,Entertainment,Spotify Premium,1753.6,45.8,35.83,109,Credit Card,Successful,iOS,Urban,INR,2025-12-01 23:29:20
TXN_20251201_034190,USER_0692,2025-12-01 04:17:02,MERCH_0265,Merchant_0264,Entertainment,Book Novel,487.06,14.59,2.64,29,Wallet Balance,Successful,Android,Suburban,INR,2025-12-01 04:17:02
TXN_20251201_034191,USER_0304,2025-12-01 02:22:40,MERCH_0356,Merchant_0355,Food,Burger Combo,1075.54,25.03,28.6,57,UPI,Successful,Android,Urban,INR,2025-12-01 02:22:40
TXN_20251201_034192,USER_0228,2025-12-01 14:41:25,MERCH_0081,Merchant_0080,Electronics,Dell XPS 13,798.89,19.35,18.12,40,UPI,Successful,Android,Urban,INR,2025-12-01 14:41:25
TXN_20251201_034193,USER_0117,2025-12-01 06:28:49,MERCH_0095,Merchant_0094,Bills,Electricity Bill,951.78,14.85,17.56,66,UPI,Successful,Android,Suburban,INR,2025-12-01 06:28:49
TXN_20251201_034194,USER_0477,2025-12-01 07:25:20,MERCH_0361,Merchant_0360,Groceries,Eggs Dozen,22583.4,483.96,880.54,1297,UPI,Successful,Android,Urban,INR,2025-12-01 07:25:20
TXN_20251201_034195,USER_0178,2025-12-01 14:52:04,MERCH_0368,Merchant_0367,Health,Medicine Pack,1335.98,39.84,21.19,81,UPI,Successful,iOS,Urban,INR,2025-12-01 14:52:04
TXN_20251201_034196,USER_0690,2025-12-01 19:15:38,MERCH_0190,Merchant_0189,Health,Medicine Pack,749.01,13.99,11.49,61,UPI,Successful,iOS,Urban,INR,2025-12-01 19:15:38
TXN_20251201_034197,USER_0635,2025-12-01 05:08:19,MERCH_0396,Merchant_0395,Bills,DTH Recharge,13654.0,253.37,550.4,909,UPI,Successful,Web,Urban,INR,2025-12-01 05:08:19
TXN_20251201_034198,USER_0647,2025-12-01 04:28:41,MERCH_0442,Merchant_0441,Fashion,Adidas Ultraboost,4395.14,75.04,127.1,254,UPI,Successful,iOS,Rural,INR,2025-12-01 04:28:41
TXN_20251201_034199,USER_0092,2025-12-01 00:41:29,MERCH_0111,Merchant_0110,Health,Medical Checkup,3732.47,73.57,116.08,214,Credit Card,Successful,Android,Urban,INR,2025-12-01 00:41:29
TXN_20251201_034200,USER_0615,2025-12-01 08:12:30,MERCH_0151,Merchant_0150,Groceries,Rice 25kg,785.96,23.46,12.63,66,Debit Card,Successful,Android,Urban,INR,2025-12-01 08:12:30
TXN_20251201_034201,USER_0783,2025-12-01 10:32:04,MERCH_0275,Merchant_0274,Fashion,Adidas Ultraboost,5952.0,154.67,86.26,538,UPI,Successful,Android,Suburban,INR,2025-12-01 10:32:04
TXN_20251201_034202,USER_0271,2025-12-01 15:11:54,MERCH_0290,Merchant_0289,Entertainment,YouTube Premium,4089.9,112.58,80.16,310,UPI,Successful,iOS,Urban,INR,2025-12-01 15:11:54
TXN_20251201_034203,USER_0950,2025-12-01 18:43:43,MERCH_0405,Merchant_0404,Fashion,Ray-Ban Sunglasses,2094.54,61.05,0.0,0,Debit Card,Failed,Web,Urban,INR,2025-12-01 18:43:43
TXN_20251201_034204,USER_0502,2025-12-01 10:49:59,MERCH_0014,Ola,Food,Chicken Tikka,324.96,8.05,3.59,16,UPI,Successful,Android,Urban,INR,2025-12-01 10:49:59
TXN_20251201_034205,USER_0379,2025-12-01 23:08:40,MERCH_0327,Merchant_0326,Food,Burger Combo,1772.38,30.01,45.02,93,Debit Card,Successful,Android,Urban,INR,2025-12-01 23:08:40
TXN_20251201_034206,USER_0346,2025-12-01 23:29:26,MERCH_0278,Merchant_0277,Electronics,Sony WH-1000XM5,10197.83,178.24,295.33,590,Wallet Balance,Successful,Android,Suburban,INR,2025-12-01 23:29:26
TXN_20251201_034207,USER_0704,2025-12-01 01:27:41,MERCH_0311,Merchant_0310,Food,Biryani Meal,2253.82,42.58,0.0,0,UPI,Failed,iOS,Urban,INR,2025-12-01 01:27:41
TXN_20251201_034208,USER_0692,2025-12-01 17:04:22,MERCH_0321,Merchant_0320,Travel,Metro Card Recharge,1240.83,30.7,47.54,65,UPI,Successful,Android,Urban,INR,2025-12-01 17:04:22
TXN_20251201_034209,USER_0294,2025-12-01 22:56:58,MERCH_0017,BookMyShow,Food,Biryani Meal,1438.77,35.46,64.7,118,UPI,Successful,Android,Urban,INR,2025-12-01 22:56:58
TXN_20251201_034210,USER_0466,2025-12-01 22:53:18,MERCH_0441,Merchant_0440,Fashion,Levi's Jeans,1541.86,40.38,7.48,84,Bank Transfer,Successful,Android,Urban,INR,2025-12-01 22:53:18
TXN_20251201_034211,USER_0440,2025-12-01 22:04:56,MERCH_0190,Merchant_0189,Education,Study Lamp,812.72,19.15,9.11,46,Wallet Balance,Successful,Android,Suburban,INR,2025-12-01 22:04:56
TXN_20251201_034212,USER_0520,2025-12-01 20:51:54,MERCH_0346,Merchant_0345,Travel,Hotel 1 Night,1734.99,48.5,42.1,139,UPI,Successful,iOS,Suburban,INR,2025-12-01 20:51:54
TXN_20251201_034213,USER_0095,2025-12-01 19:19:27,MERCH_0040,Merchant_0039,Entertainment,Gaming Console,7652.09,223.86,317.8,428,UPI,Successful,iOS,Urban,INR,2025-12-01 19:19:27
TXN_20251201_034214,USER_0685,2025-12-01 01:19:56,MERCH_0282,Merchant_0281,Entertainment,IPL Match Ticket,6832.56,186.87,125.25,475,UPI,Successful,iOS,Urban,INR,2025-12-01 01:19:56
TXN_20251201_034215,USER_0540,2025-12-01 20:19:51,MERCH_0212,Merchant_0211,Bills,Gas Cylinder,850.36,19.47,40.57,43,UPI,Successful,iOS,Urban,INR,2025-12-01 20:19:51
TXN_20251201_034216,USER_0682,2025-12-01 16:46:50,MERCH_0329,Merchant_0328,Bills,Gas Cylinder,6476.25,147.23,23.09,625,UPI,Successful,Android,Urban,INR,2025-12-01 16:46:50
TXN_20251201_034217,USER_0221,2025-12-01 03:02:43,MERCH_0079,Merchant_0078,Food,Paneer Butter Masala,3870.51,99.56,145.57,364,Debit Card,Successful,Android,Suburban,INR,2025-12-01 03:02:43
TXN_20251201_034218,USER_0961,2025-12-01 06:00:05,MERCH_0420,Merchant_0419,Electronics,MacBook Air M2,3406.15,86.23,164.6,260,Credit Card,Successful,Android,Urban,INR,2025-12-01 06:00:05
TXN_20251201_034219,USER_0839,2025-12-01 03:37:48,MERCH_0122,Merchant_0121,Fashion,Adidas Ultraboost,2784.75,74.01,25.35,218,Credit Card,Successful,Android,Urban,INR,2025-12-01 03:37:48
TXN_20251201_034220,USER_0164,2025-12-01 14:29:36,MERCH_0154,Merchant_0153,Bills,Water Bill,713.1,17.18,27.39,62,UPI,Successful,Android,Urban,INR,2025-12-01 14:29:36
TXN_20251201_034221,USER_0383,2025-12-01 19:54:21,MERCH_0253,Merchant_0252,Entertainment,Game CD,1205.23,34.05,46.65,89,Debit Card,Successful,iOS,Urban,INR,2025-12-01 19:54:21
TXN_20251201_034222,USER_0300,2025-12-01 16:04:17,MERCH_0483,Merchant_0482,Others,Plants,4158.54,117.77,195.48,280,Wallet Balance,Successful,Android,Urban,INR,2025-12-01 16:04:17
TXN_20251201_034223,USER_0997,2025-12-01 04:09:48,MERCH_0304,Merchant_0303,Education,E-Learning Subscription,540.84,14.0,21.1,51,UPI,Successful,Android,Suburban,INR,2025-12-01 04:09:48
TXN_20251201_034224,USER_0105,2025-12-01 12:16:08,MERCH_0237,Merchant_0236,Fashion,H&M T-Shirt,638.57,13.15,15.45,42,UPI,Successful,iOS,Urban,INR,2025-12-01 12:16:08
TXN_20251201_034225,USER_0558,2025-12-01 21:21:33,MERCH_0479,Merchant_0478,Electronics,"Samsung 55"" TV",2455.77,71.71,88.57,127,Wallet Balance,Successful,Android,Suburban,INR,2025-12-01 21:21:33
TXN_20251201_034226,USER_0921,2025-12-01 01:25:45,MERCH_0384,Merchant_0383,Education,E-Learning Subscription,820.95,20.12,29.18,56,UPI,Successful,Android,Urban,INR,2025-12-01 01:25:45
TXN_20251201_034227,USER_0305,2025-12-01 16:07:53,MERCH_0363,Merchant_0362,Others,Cosmetics,4121.18,93.72,18.69,294,Credit Card,Successful,Android,Urban,INR,2025-12-01 16:07:53
TXN_20251201_034228,USER_0526,2025-12-01 13:27:34,MERCH_0460,Merchant_0459,Health,Protein Powder 1kg,850.46,20.52,1.0,62,UPI,Successful,Android,Urban,INR,2025-12-01 13:27:34
TXN_20251201_034229,USER_0639,2025-12-01 16:26:36,MERCH_0454,Merchant_0453,Education,Study Lamp,2308.56,54.9,39.55,141,UPI,Successful,iOS,Urban,INR,2025-12-01 16:26:36
TXN_20251201_034230,USER_0047,2025-12-01 22:19:27,MERCH_0483,Merchant_0482,Entertainment,Movie Ticket 2,2510.08,48.56,67.25,140,UPI,Successful,Android,Rural,INR,2025-12-01 22:19:27
TXN_20251201_034231,USER_0334,2025-12-01 14:46:28,MERCH_0114,Merchant_0113,Others,Home Decor Item,1116.45,29.35,13.62,61,UPI,Successful,Android,Urban,INR,2025-12-01 14:46:28
TXN_20251201_034232,USER_0728,2025-12-01 05:39:10,MERCH_0046,Merchant_0045,Entertainment,Spotify Premium,1422.76,25.04,39.4,77,Credit Card,Successful,Android,Urban,INR,2025-12-01 05:39:10
TXN_20251201_034233,USER_0698,2025-12-01 05:16:34,MERCH_0474,Merchant_0473,Bills,Credit Card Payment,915.97,15.6,13.01,68,UPI,Successful,Android,Suburban,INR,2025-12-01 05:16:34
TXN_20251201_034234,USER_0991,2025-12-01 16:38:59,MERCH_0230,Merchant_0229,Food,Biryani Meal,1774.72,28.3,10.38,114,Debit Card,Successful,iOS,Urban,INR,2025-12-01 16:38:59
TXN_20251201_034235,USER_0733,2025-12-01 20:56:30,MERCH_0062,Merchant_0061,Electronics,iPhone 15,691.12,14.12,17.69,61,UPI,Successful,Android,Suburban,INR,2025-12-01 20:56:30
TXN_20251201_034236,USER_0981,2025-12-01 22:18:04,MERCH_0106,Merchant_0105,Fashion,Zara Dress,1445.91,24.33,48.66,91,Debit Card,Successful,Android,Urban,INR,2025-12-01 22:18:04
TXN_20251201_034237,USER_0465,2025-12-01 01:35:46,MERCH_0230,Merchant_0229,Electronics,MacBook Air M2,3821.85,93.18,93.53,222,Credit Card,Successful,iOS,Urban,INR,2025-12-01 01:35:46
TXN_20251201_034238,USER_0510,2025-12-01 12:34:59,MERCH_0452,Merchant_0451,Travel,Cab Ride 20km,580.13,15.74,28.06,50,UPI,Successful,iOS,Rural,INR,2025-12-01 12:34:59
TXN_20251201_034239,USER_0871,2025-12-01 06:26:00,MERCH_0355,Merchant_0354,Bills,Broadband Bill,1110.91,23.58,17.22,59,UPI,Successful,iOS,Suburban,INR,2025-12-01 06:26:00
TXN_20251201_034240,USER_0402,2025-12-01 13:08:47,MERCH_0135,Merchant_0134,Education,Certification Exam,3035.9,67.39,0.0,0,UPI,Failed,iOS,Rural,INR,2025-12-01 13:08:47
TXN_20251201_034241,USER_0090,2025-12-01 09:15:46,MERCH_0291,Merchant_0290,Education,Textbook Set,226.41,3.42,6.12,11,UPI,Successful,Android,Urban,INR,2025-12-01 09:15:46
TXN_20251201_034242,USER_0787,2025-12-01 01:47:19,MERCH_0098,Merchant_0097,Electronics,Samsung Galaxy S23,11563.21,302.61,453.97,1141,UPI,Successful,iOS,Urban,INR,2025-12-01 01:47:19
TXN_20251201_034243,USER_0806,2025-12-01 06:07:11,MERCH_0318,Merchant_0317,Food,Chicken Tikka,5142.31,152.24,155.04,352,Debit Card,Successful,Android,Urban,INR,2025-12-01 06:07:11
TXN_20251201_034244,USER_0077,2025-12-01 04:17:41,MERCH_0200,Merchant_0199,Others,Gift Card,388.26,5.89,7.57,24,UPI,Successful,Android,Suburban,INR,2025-12-01 04:17:41
TXN_20251201_034245,USER_0087,2025-12-01 03:56:29,MERCH_0051,Merchant_0050,Electronics,"Samsung 55"" TV",220.48,4.89,2.74,11,UPI,Successful,iOS,Suburban,INR,2025-12-01 03:56:29
TXN_20251201_034246,USER_0947,2025-12-01 00:09:20,MERCH_0299,Merchant_0298,Groceries,Rice 25kg,1862.39,37.14,78.17,104,Debit Card,Successful,iOS,Urban,INR,2025-12-01 00:09:20
TXN_20251201_034247,USER_0703,2025-12-01 01:00:56,MERCH_0135,Merchant_0134,Bills,Electricity Bill,589.78,11.52,22.11,42,UPI,Successful,Android,Urban,INR,2025-12-01 01:00:56
TXN_20251201_034248,USER_0460,2025-12-01 03:00:44,MERCH_0432,Merchant_0431,Groceries,Tea Powder 1kg,4729.11,123.65,190.81,332,UPI,Successful,iOS,Urban,INR,2025-12-01 03:00:44
TXN_20251201_034249,USER_0198,2025-12-01 16:20:20,MERCH_0273,Merchant_0272,Others,Home Decor Item,2681.15,42.7,130.47,172,UPI,Successful,Android,Suburban,INR,2025-12-01 16:20:20
TXN_20251201_034250,USER_0122,2025-12-01 04:39:29,MERCH_0154,Merchant_0153,Travel,Car Rental Daily,2045.46,48.75,26.62,103,UPI,Successful,Android,Urban,INR,2025-12-01 04:39:29
TXN_20251201_034251,USER_0927,2025-12-01 05:35:02,MERCH_0209,Merchant_0208,Others,Pet Food,1022.23,26.5,29.14,56,Wallet Balance,Successful,iOS,Suburban,INR,2025-12-01 05:35:02
TXN_20251201_034252,USER_0387,2025-12-01 15:21:43,MERCH_0053,Merchant_0052,Travel,Resort Package,8955.36,199.98,115.13,470,UPI,Successful,Android,Urban,INR,2025-12-01 15:21:43
TXN_20251201_034253,USER_0296,2025-12-01 15:46:12,MERCH_0105,Merchant_0104,Bills,Gas Cylinder,3840.86,80.11,119.19,207,UPI,Successful,Android,Urban,INR,2025-12-01 15:46:12
TXN_20251201_034254,USER_0543,2025-12-01 13:01:43,MERCH_0002,Flipkart,Fashion,Zara Dress,3304.91,62.66,0.0,0,UPI,Failed,iOS,Urban,INR,2025-12-01 13:01:43
TXN_20251201_034255,USER_0612,2025-12-01 10:50:01,MERCH_0429,Merchant_0428,Bills,Broadband Bill,6003.25,99.22,206.95,421,Credit Card,Successful,Android,Urban,INR,2025-12-01 10:50:01
TXN_20251201_034256,USER_0403,2025-12-01 04:49:20,MERCH_0086,Merchant_0085,Food,Ice Cream Tub,652.71,12.7,23.94,35,UPI,Successful,Android,Urban,INR,2025-12-01 04:49:20
TXN_20251201_034257,USER_0172,2025-12-01 10:38:46,MERCH_0405,Merchant_0404,Education,E-Learning Subscription,6533.76,129.28,0.0,0,UPI,Failed,Android,Urban,INR,2025-12-01 10:38:46
TXN_20251201_034258,USER_0650,2025-12-01 13:31:39,MERCH_0266,Merchant_0265,Health,Yoga Mat,1387.68,32.88,7.04,70,UPI,Successful,iOS,Rural,INR,2025-12-01 13:31:39
TXN_20251201_034259,USER_0810,2025-12-01 16:56:29,MERCH_0346,Merchant_0345,Others,Donation,2526.85,53.64,57.9,172,UPI,Successful,Android,Urban,INR,2025-12-01 16:56:29
TXN_20251201_034260,USER_0011,2025-12-01 22:10:47,MERCH_0340,Merchant_0339,Others,Sports Equipment,1546.17,29.84,43.57,108,Debit Card,Successful,Android,Urban,INR,2025-12-01 22:10:47
TXN_20251201_034261,USER_0464,2025-12-01 04:17:39,MERCH_0394,Merchant_0393,Entertainment,YouTube Premium,276.48,7.93,0.63,13,UPI,Successful,Android,Urban,INR,2025-12-01 04:17:39
TXN_20251201_034262,USER_0367,2025-12-01 16:04:16,MERCH_0165,Merchant_0164,Entertainment,Game CD,4709.55,109.67,66.62,239,Bank Transfer,Successful,Android,Urban,INR,2025-12-01 16:04:16
TXN_20251201_034263,USER_0603,2025-12-01 19:52:33,MERCH_0500,Merchant_0499,Health,Protein Powder 1kg,291.64,5.89,8.13,27,UPI,Successful,iOS,Urban,INR,2025-12-01 19:52:33
TXN_20251201_034264,USER_0166,2025-12-01 17:30:04,MERCH_0459,Merchant_0458,Bills,Water Bill,687.79,16.94,5.76,58,UPI,Successful,iOS,Suburban,INR,2025-12-01 17:30:04
TXN_20251201_034265,USER_0091,2025-12-01 11:07:51,MERCH_0042,Merchant_0041,Food,Burger Combo,1149.61,22.73,21.92,65,UPI,Successful,iOS,Urban,INR,2025-12-01 11:07:51
TXN_20251201_034266,USER_0798,2025-12-01 08:40:51,MERCH_0076,Merchant_0075,Groceries,Wheat Flour 10kg,256.31,5.88,1.9,12,UPI,Successful,Android,Urban,INR,2025-12-01 08:40:51
TXN_20251201_034267,USER_0100,2025-12-01 23:04:59,MERCH_0337,Merchant_0336,Bills,Credit Card Payment,601.47,14.46,1.56,36,UPI,Successful,Web,Urban,INR,2025-12-01 23:04:59
TXN_20251201_034268,USER_0052,2025-12-01 17:37:34,MERCH_0129,Merchant_0128,Electronics,iPhone 15,2309.58,50.04,11.15,172,UPI,Successful,iOS,Urban,INR,2025-12-01 17:37:34
TXN_20251201_034269,USER_0512,2025-12-01 19:15:47,MERCH_0428,Merchant_0427,Groceries,Wheat Flour 10kg,1278.38,34.09,53.3,108,UPI,Successful,Android,Suburban,INR,2025-12-01 19:15:47
TXN_20251201_034270,USER_0160,2025-12-01 21:50:52,MERCH_0446,Merchant_0445,Education,Workshop Pass,1388.32,20.83,23.9,125,UPI,Successful,Android,Suburban,INR,2025-12-01 21:50:52
TXN_20251201_034271,USER_0605,2025-12-01 06:00:28,MERCH_0493,Merchant_0492,Fashion,Nike Air Max,724.15,15.24,24.61,71,UPI,Successful,iOS,Urban,INR,2025-12-01 06:00:28
TXN_20251201_034272,USER_0230,2025-12-01 07:40:12,MERCH_0183,Merchant_0182,Entertainment,IPL Match Ticket,1893.5,47.61,85.56,145,UPI,Successful,Android,Urban,INR,2025-12-01 07:40:12
TXN_20251201_034273,USER_0855,2025-12-01 17:54:45,MERCH_0435,Merchant_0434,Health,Yoga Mat,1306.04,27.69,13.23,85,UPI,Successful,Android,Urban,INR,2025-12-01 17:54:45
TXN_20251201_034274,USER_0171,2025-12-01 14:07:39,MERCH_0264,Merchant_0263,Others,Gift Card,350.39,5.27,0.0,0,Wallet Balance,Failed,Android,Urban,INR,2025-12-01 14:07:39
TXN_20251201_034275,USER_0945,2025-12-01 08:25:33,MERCH_0324,Merchant_0323,Health,Fitness Band,1478.94,32.3,47.37,111,Wallet Balance,Successful,Android,Urban,INR,2025-12-01 08:25:33
TXN_20251201_034276,USER_0176,2025-12-01 22:48:38,MERCH_0134,Merchant_0133,Fashion,H&M T-Shirt,522.22,11.11,11.92,28,UPI,Successful,Android,Urban,INR,2025-12-01 22:48:38
TXN_20251201_034277,USER_0033,2025-12-01 13:54:33,MERCH_0078,Merchant_0077,Entertainment,Game CD,4436.84,103.72,183.59,253,Debit Card,Successful,Android,Urban,INR,2025-12-01 13:54:33
TXN_20251201_034278,USER_0003,2025-12-01 22:00:33,MERCH_0153,Merchant_0152,Others,Gift Card,1222.3,24.24,12.31,73,UPI,Successful,Android,Urban,INR,2025-12-01 22:00:33
TXN_20251201_034279,USER_0644,2025-12-01 03:15:34,MERCH_0085,Merchant_0084,Groceries,Vegetables Basket,22505.71,345.77,723.53,1616,UPI,Successful,Android,Urban,INR,2025-12-01 03:15:34
TXN_20251201_034280,USER_0431,2025-12-01 07:20:21,MERCH_0075,Merchant_0074,Others,Cosmetics,4754.76,116.74,150.89,325,Credit Card,Successful,Android,Urban,INR,2025-12-01 07:20:21
TXN_20251201_034281,USER_0009,2025-12-01 10:05:32,MERCH_0116,Merchant_0115,Health,Vitamin Supplements,1587.21,29.1,1.84,144,Debit Card,Successful,Android,Urban,INR,2025-12-01 10:05:32
TXN_20251201_034282,USER_0576,2025-12-01 21:28:52,MERCH_0049,Merchant_0048,Others,Pet Food,3227.55,68.0,25.14,206,UPI,Successful,iOS,Urban,INR,2025-12-01 21:28:52
TXN_20251201_034283,USER_0739,2025-12-01 19:23:46,MERCH_0068,Merchant_0067,Entertainment,Game CD,223.68,6.27,5.31,13,Credit Card,Successful,iOS,Urban,INR,2025-12-01 19:23:46
TXN_20251201_034284,USER_0391,2025-12-01 13:36:23,MERCH_0173,Merchant_0172,Electronics,MacBook Air M2,4733.31,106.41,160.48,342,UPI,Successful,Android,Urban,INR,2025-12-01 13:36:23
TXN_20251201_034285,USER_0062,2025-12-01 03:50:02,MERCH_0038,Merchant_0037,Groceries,Tea Powder 1kg,796.09,22.23,24.17,46,UPI,Successful,Android,Urban,INR,2025-12-01 03:50:02
TXN_20251201_034286,USER_0589,2025-12-01 19:05:54,MERCH_0232,Merchant_0231,Electronics,Boat Airdopes,1977.79,39.6,79.02,110,Wallet Balance,Successful,Web,Urban,INR,2025-12-01 19:05:54
TXN_20251201_034287,USER_0725,2025-12-01 15:29:22,MERCH_0444,Merchant_0443,Others,Home Decor Item,873.39,18.02,4.61,53,Debit Card,Successful,Android,Rural,INR,2025-12-01 15:29:22
TXN_20251201_034288,USER_0194,2025-12-01 13:36:44,MERCH_0311,Merchant_0310,Education,School Fee Payment,971.34,21.0,47.71,79,UPI,Successful,Android,Urban,INR,2025-12-01 13:36:44
TXN_20251201_034289,USER_0464,2025-12-01 14:58:31,MERCH_0371,Merchant_0370,Groceries,Sugar 5kg,1508.5,43.12,29.89,90,UPI,Successful,Android,Rural,INR,2025-12-01 14:58:31
TXN_20251201_034290,USER_0555,2025-12-01 11:33:14,MERCH_0196,Merchant_0195,Bills,DTH Recharge,1952.44,34.17,82.74,126,Credit Card,Successful,Android,Suburban,INR,2025-12-01 11:33:14
TXN_20251201_034291,USER_0124,2025-12-01 05:01:06,MERCH_0313,Merchant_0312,Travel,Train Ticket AC,1760.03,32.0,32.7,155,UPI,Successful,Android,Urban,INR,2025-12-01 05:01:06
TXN_20251201_034292,USER_0884,2025-12-01 23:23:03,MERCH_0232,Merchant_0231,Food,Pasta Carbonara,1804.46,28.95,60.6,137,Debit Card,Successful,Android,Urban,INR,2025-12-01 23:23:03
TXN_20251201_034293,USER_0814,2025-12-01 10:26:32,MERCH_0238,Merchant_0237,Fashion,Adidas Ultraboost,355.78,6.35,7.59,21,Debit Card,Successful,Android,Rural,INR,2025-12-01 10:26:32
TXN_20251201_034294,USER_0487,2025-12-01 20:15:52,MERCH_0148,Merchant_0147,Education,Study Lamp,18621.08,389.85,923.11,1365,Wallet Balance,Successful,Web,Urban,INR,2025-12-01 20:15:52
TXN_20251201_034295,USER_0509,2025-12-01 22:03:43,MERCH_0103,Merchant_0102,Travel,Hotel 1 Night,2280.11,54.8,1.68,182,Debit Card,Successful,iOS,Urban,INR,2025-12-01 22:03:43
TXN_20251201_034296,USER_0851,2025-12-01 23:19:20,MERCH_0170,Merchant_0169,Entertainment,Concert Pass,2800.54,67.7,22.38,210,UPI,Successful,Android,Urban,INR,2025-12-01 23:19:20
